"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"85-89 years"	"85-89"	"Male"	"M"	1019	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"90-94 years"	"90-94"	"Female"	"F"	1476	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"90-94 years"	"90-94"	"Male"	"M"	683	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"95-99 years"	"95-99"	"Female"	"F"	864	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"95-99 years"	"95-99"	"Male"	"M"	292	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"100+ years"	"100+"	"Female"	"F"	270	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"100+ years"	"100+"	"Male"	"M"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"< 1 year"	"1"	"Female"	"F"	12	42477103	Unreliable	0.0	0.0	0.0
	"Emphysema (J43)"	"GR113-084"	"< 1 year"	"1"	"Male"	"M"	18	44436653	Unreliable	0.0	0.1	0.0
	"Emphysema (J43)"	"GR113-084"	"20-24 years"	"20-24"	"Male"	"M"	19	239951389	Unreliable	0.0	0.0	0.0
	"Emphysema (J43)"	"GR113-084"	"25-29 years"	"25-29"	"Female"	"F"	28	228601175	0.0	0.0	0.0	0.0
	"Emphysema (J43)"	"GR113-084"	"25-29 years"	"25-29"	"Male"	"M"	26	234285878	0.0	0.0	0.0	0.0
	"Emphysema (J43)"	"GR113-084"	"30-34 years"	"30-34"	"Female"	"F"	40	227330011	0.0	0.0	0.0	0.0
	"Emphysema (J43)"	"GR113-084"	"30-34 years"	"30-34"	"Male"	"M"	83	229872405	0.0	0.0	0.0	0.0
	"Emphysema (J43)"	"GR113-084"	"35-39 years"	"35-39"	"Female"	"F"	107	231430232	0.0	0.0	0.1	0.0
	"Emphysema (J43)"	"GR113-084"	"35-39 years"	"35-39"	"Male"	"M"	198	230611430	0.1	0.1	0.1	0.0
	"Emphysema (J43)"	"GR113-084"	"40-44 years"	"40-44"	"Female"	"F"	386	236277503	0.2	0.1	0.2	0.0
	"Emphysema (J43)"	"GR113-084"	"40-44 years"	"40-44"	"Male"	"M"	567	232968123	0.2	0.2	0.3	0.0
	"Emphysema (J43)"	"GR113-084"	"45-49 years"	"45-49"	"Female"	"F"	1024	238712391	0.4	0.4	0.5	0.0
	"Emphysema (J43)"	"GR113-084"	"45-49 years"	"45-49"	"Male"	"M"	1484	232932105	0.6	0.6	0.7	0.0
	"Emphysema (J43)"	"GR113-084"	"50-54 years"	"50-54"	"Female"	"F"	2446	232356654	1.1	1.0	1.1	0.0
	"Emphysema (J43)"	"GR113-084"	"50-54 years"	"50-54"	"Male"	"M"	3190	223575070	1.4	1.4	1.5	0.0
	"Emphysema (J43)"	"GR113-084"	"55-59 years"	"55-59"	"Female"	"F"	5003	213742200	2.3	2.3	2.4	0.0
	"Emphysema (J43)"	"GR113-084"	"55-59 years"	"55-59"	"Male"	"M"	6443	201411886	3.2	3.1	3.3	0.0
	"Emphysema (J43)"	"GR113-084"	"60-64 years "	"60-64"	"Female"	"F"	8276	183215286	4.5	4.4	4.6	0.0
	"Emphysema (J43)"	"GR113-084"	"60-64 years "	"60-64"	"Male"	"M"	10460	168055475	6.2	6.1	6.3	0.1
	"Emphysema (J43)"	"GR113-084"	"65-69 years"	"65-69"	"Female"	"F"	12790	151235357	8.5	8.3	8.6	0.1
	"Emphysema (J43)"	"GR113-084"	"65-69 years"	"65-69"	"Male"	"M"	15399	133793292	11.5	11.3	11.7	0.1
	"Emphysema (J43)"	"GR113-084"	"70-74 years"	"70-74"	"Female"	"F"	18301	122693411	14.9	14.7	15.1	0.1
	"Emphysema (J43)"	"GR113-084"	"70-74 years"	"70-74"	"Male"	"M"	21267	102736281	20.7	20.4	21.0	0.1
	"Emphysema (J43)"	"GR113-084"	"75-79 years"	"75-79"	"Female"	"F"	21811	98401757	22.2	21.9	22.5	0.2
	"Emphysema (J43)"	"GR113-084"	"75-79 years"	"75-79"	"Male"	"M"	24365	75129413	32.4	32.0	32.8	0.2
	"Emphysema (J43)"	"GR113-084"	"80-84 years"	"80-84"	"Female"	"F"	21386	75025647	28.5	28.1	28.9	0.2
	"Emphysema (J43)"	"GR113-084"	"80-84 years"	"80-84"	"Male"	"M"	21780	49947616	43.6	43.0	44.2	0.3
	"Emphysema (J43)"	"GR113-084"	"85-89 years"	"85-89"	"Female"	"F"	15639	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"85-89 years"	"85-89"	"Male"	"M"	14380	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"90-94 years"	"90-94"	"Female"	"F"	7747	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"90-94 years"	"90-94"	"Male"	"M"	5846	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"95-99 years"	"95-99"	"Female"	"F"	2263	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"95-99 years"	"95-99"	"Male"	"M"	1266	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"100+ years"	"100+"	"Female"	"F"	338	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"100+ years"	"100+"	"Male"	"M"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Emphysema (J43)"	"GR113-084"	"Not Stated"	"NS"	"Male"	"M"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"< 1 year"	"1"	"Female"	"F"	33	42477103	0.1	0.1	0.1	0.0
	"Asthma (J45-J46)"	"GR113-085"	"< 1 year"	"1"	"Male"	"M"	61	44436653	0.1	0.1	0.2	0.0
	"Asthma (J45-J46)"	"GR113-085"	"1-4 years"	"1-4"	"Female"	"F"	257	170430172	0.2	0.1	0.2	0.0
	"Asthma (J45-J46)"	"GR113-085"	"1-4 years"	"1-4"	"Male"	"M"	435	178140207	0.2	0.2	0.3	0.0
	"Asthma (J45-J46)"	"GR113-085"	"5-9 years"	"5-9"	"Female"	"F"	437	216636220	0.2	0.2	0.2	0.0
	"Asthma (J45-J46)"	"GR113-085"	"5-9 years"	"5-9"	"Male"	"M"	720	226500076	0.3	0.3	0.3	0.0
	"Asthma (J45-J46)"	"GR113-085"	"10-14 years"	"10-14"	"Female"	"F"	578	223802975	0.3	0.2	0.3	0.0
	"Asthma (J45-J46)"	"GR113-085"	"10-14 years"	"10-14"	"Male"	"M"	949	234284030	0.4	0.4	0.4	0.0
	"Asthma (J45-J46)"	"GR113-085"	"15-19 years"	"15-19"	"Female"	"F"	531	227307697	0.2	0.2	0.3	0.0
	"Asthma (J45-J46)"	"GR113-085"	"15-19 years"	"15-19"	"Male"	"M"	892	239483577	0.4	0.3	0.4	0.0
	"Asthma (J45-J46)"	"GR113-085"	"20-24 years"	"20-24"	"Female"	"F"	777	229052059	0.3	0.3	0.4	0.0
	"Asthma (J45-J46)"	"GR113-085"	"20-24 years"	"20-24"	"Male"	"M"	1240	239951389	0.5	0.5	0.5	0.0
	"Asthma (J45-J46)"	"GR113-085"	"25-29 years"	"25-29"	"Female"	"F"	983	228601175	0.4	0.4	0.5	0.0
	"Asthma (J45-J46)"	"GR113-085"	"25-29 years"	"25-29"	"Male"	"M"	1449	234285878	0.6	0.6	0.7	0.0
	"Asthma (J45-J46)"	"GR113-085"	"30-34 years"	"30-34"	"Female"	"F"	1341	227330011	0.6	0.6	0.6	0.0
	"Asthma (J45-J46)"	"GR113-085"	"30-34 years"	"30-34"	"Male"	"M"	1490	229872405	0.6	0.6	0.7	0.0
	"Asthma (J45-J46)"	"GR113-085"	"35-39 years"	"35-39"	"Female"	"F"	1829	231430232	0.8	0.8	0.8	0.0
	"Asthma (J45-J46)"	"GR113-085"	"35-39 years"	"35-39"	"Male"	"M"	1643	230611430	0.7	0.7	0.7	0.0
	"Asthma (J45-J46)"	"GR113-085"	"40-44 years"	"40-44"	"Female"	"F"	2607	236277503	1.1	1.1	1.1	0.0
	"Asthma (J45-J46)"	"GR113-085"	"40-44 years"	"40-44"	"Male"	"M"	1891	232968123	0.8	0.8	0.8	0.0
	"Asthma (J45-J46)"	"GR113-085"	"45-49 years"	"45-49"	"Female"	"F"	3538	238712391	1.5	1.4	1.5	0.0
	"Asthma (J45-J46)"	"GR113-085"	"45-49 years"	"45-49"	"Male"	"M"	2203	232932105	0.9	0.9	1.0	0.0
	"Asthma (J45-J46)"	"GR113-085"	"50-54 years"	"50-54"	"Female"	"F"	3889	232356654	1.7	1.6	1.7	0.0
	"Asthma (J45-J46)"	"GR113-085"	"50-54 years"	"50-54"	"Male"	"M"	2453	223575070	1.1	1.1	1.1	0.0
	"Asthma (J45-J46)"	"GR113-085"	"55-59 years"	"55-59"	"Female"	"F"	4008	213742200	1.9	1.8	1.9	0.0
	"Asthma (J45-J46)"	"GR113-085"	"55-59 years"	"55-59"	"Male"	"M"	2493	201411886	1.2	1.2	1.3	0.0
	"Asthma (J45-J46)"	"GR113-085"	"60-64 years "	"60-64"	"Female"	"F"	3713	183215286	2.0	2.0	2.1	0.0
	"Asthma (J45-J46)"	"GR113-085"	"60-64 years "	"60-64"	"Male"	"M"	2140	168055475	1.3	1.2	1.3	0.0
	"Asthma (J45-J46)"	"GR113-085"	"65-69 years"	"65-69"	"Female"	"F"	3591	151235357	2.4	2.3	2.5	0.0
	"Asthma (J45-J46)"	"GR113-085"	"65-69 years"	"65-69"	"Male"	"M"	1883	133793292	1.4	1.3	1.5	0.0
	"Asthma (J45-J46)"	"GR113-085"	"70-74 years"	"70-74"	"Female"	"F"	3739	122693411	3.0	2.9	3.1	0.0
	"Asthma (J45-J46)"	"GR113-085"	"70-74 years"	"70-74"	"Male"	"M"	1826	102736281	1.8	1.7	1.9	0.0
	"Asthma (J45-J46)"	"GR113-085"	"75-79 years"	"75-79"	"Female"	"F"	4116	98401757	4.2	4.1	4.3	0.1
	"Asthma (J45-J46)"	"GR113-085"	"75-79 years"	"75-79"	"Male"	"M"	1870	75129413	2.5	2.4	2.6	0.1
	"Asthma (J45-J46)"	"GR113-085"	"80-84 years"	"80-84"	"Female"	"F"	4902	75025647	6.5	6.4	6.7	0.1
	"Asthma (J45-J46)"	"GR113-085"	"80-84 years"	"80-84"	"Male"	"M"	1933	49947616	3.9	3.7	4.0	0.1
	"Asthma (J45-J46)"	"GR113-085"	"85-89 years"	"85-89"	"Female"	"F"	4988	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"85-89 years"	"85-89"	"Male"	"M"	1682	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"90-94 years"	"90-94"	"Female"	"F"	3978	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"90-94 years"	"90-94"	"Male"	"M"	1103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"95-99 years"	"95-99"	"Female"	"F"	1671	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"95-99 years"	"95-99"	"Male"	"M"	361	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"100+ years"	"100+"	"Female"	"F"	399	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Asthma (J45-J46)"	"GR113-085"	"100+ years"	"100+"	"Male"	"M"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"< 1 year"	"1"	"Female"	"F"	30	42477103	0.1	0.0	0.1	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"< 1 year"	"1"	"Male"	"M"	66	44436653	0.1	0.1	0.2	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"1-4 years"	"1-4"	"Female"	"F"	40	170430172	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"1-4 years"	"1-4"	"Male"	"M"	50	178140207	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"5-9 years"	"5-9"	"Female"	"F"	33	216636220	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"5-9 years"	"5-9"	"Male"	"M"	32	226500076	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"10-14 years"	"10-14"	"Female"	"F"	31	223802975	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"10-14 years"	"10-14"	"Male"	"M"	39	234284030	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"15-19 years"	"15-19"	"Female"	"F"	49	227307697	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"15-19 years"	"15-19"	"Male"	"M"	68	239483577	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"20-24 years"	"20-24"	"Female"	"F"	74	229052059	0.0	0.0	0.0	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"20-24 years"	"20-24"	"Male"	"M"	102	239951389	0.0	0.0	0.1	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"25-29 years"	"25-29"	"Female"	"F"	143	228601175	0.1	0.1	0.1	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"25-29 years"	"25-29"	"Male"	"M"	154	234285878	0.1	0.1	0.1	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"30-34 years"	"30-34"	"Female"	"F"	344	227330011	0.2	0.1	0.2	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"30-34 years"	"30-34"	"Male"	"M"	362	229872405	0.2	0.1	0.2	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"35-39 years"	"35-39"	"Female"	"F"	976	231430232	0.4	0.4	0.4	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"35-39 years"	"35-39"	"Male"	"M"	947	230611430	0.4	0.4	0.4	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"40-44 years"	"40-44"	"Female"	"F"	3207	236277503	1.4	1.3	1.4	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"40-44 years"	"40-44"	"Male"	"M"	2978	232968123	1.3	1.2	1.3	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"45-49 years"	"45-49"	"Female"	"F"	9478	238712391	4.0	3.9	4.1	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"45-49 years"	"45-49"	"Male"	"M"	8886	232932105	3.8	3.7	3.9	0.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"50-54 years"	"50-54"	"Female"	"F"	24568	232356654	10.6	10.4	10.7	0.1
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"50-54 years"	"50-54"	"Male"	"M"	23754	223575070	10.6	10.5	10.8	0.1
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"55-59 years"	"55-59"	"Female"	"F"	49710	213742200	23.3	23.1	23.5	0.1
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"55-59 years"	"55-59"	"Male"	"M"	51605	201411886	25.6	25.4	25.8	0.1
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"60-64 years "	"60-64"	"Female"	"F"	84527	183215286	46.1	45.8	46.4	0.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"60-64 years "	"60-64"	"Male"	"M"	91982	168055475	54.7	54.4	55.1	0.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"65-69 years"	"65-69"	"Female"	"F"	129930	151235357	85.9	85.4	86.4	0.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"65-69 years"	"65-69"	"Male"	"M"	139640	133793292	104.4	103.8	104.9	0.3
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"70-74 years"	"70-74"	"Female"	"F"	188693	122693411	153.8	153.1	154.5	0.4
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"70-74 years"	"70-74"	"Male"	"M"	195278	102736281	190.1	189.2	190.9	0.4
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"75-79 years"	"75-79"	"Female"	"F"	239261	98401757	243.1	242.2	244.1	0.5
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"75-79 years"	"75-79"	"Male"	"M"	235269	75129413	313.2	311.9	314.4	0.6
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"80-84 years"	"80-84"	"Female"	"F"	263173	75025647	350.8	349.4	352.1	0.7
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"80-84 years"	"80-84"	"Male"	"M"	238279	49947616	477.1	475.1	479.0	1.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"85-89 years"	"85-89"	"Female"	"F"	233252	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"85-89 years"	"85-89"	"Male"	"M"	186767	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"90-94 years"	"90-94"	"Female"	"F"	140272	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"90-94 years"	"90-94"	"Male"	"M"	92594	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"95-99 years"	"95-99"	"Female"	"F"	49242	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"95-99 years"	"95-99"	"Male"	"M"	24102	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"100+ years"	"100+"	"Female"	"F"	8314	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"100+ years"	"100+"	"Male"	"M"	2801	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"Not Stated"	"NS"	"Female"	"F"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"Not Stated"	"NS"	"Male"	"M"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"25-29 years"	"25-29"	"Male"	"M"	13	234285878	Unreliable	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"30-34 years"	"30-34"	"Male"	"M"	16	229872405	Unreliable	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"35-39 years"	"35-39"	"Male"	"M"	27	230611430	0.0	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"40-44 years"	"40-44"	"Male"	"M"	39	232968123	0.0	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"45-49 years"	"45-49"	"Female"	"F"	18	238712391	Unreliable	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"45-49 years"	"45-49"	"Male"	"M"	74	232932105	0.0	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"50-54 years"	"50-54"	"Female"	"F"	20	232356654	0.0	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"50-54 years"	"50-54"	"Male"	"M"	183	223575070	0.1	0.1	0.1	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"55-59 years"	"55-59"	"Female"	"F"	27	213742200	0.0	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"55-59 years"	"55-59"	"Male"	"M"	394	201411886	0.2	0.2	0.2	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"60-64 years "	"60-64"	"Female"	"F"	39	183215286	0.0	0.0	0.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"60-64 years "	"60-64"	"Male"	"M"	730	168055475	0.4	0.4	0.5	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"65-69 years"	"65-69"	"Female"	"F"	63	151235357	0.0	0.0	0.1	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"65-69 years"	"65-69"	"Male"	"M"	1333	133793292	1.0	0.9	1.0	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"70-74 years"	"70-74"	"Female"	"F"	94	122693411	0.1	0.1	0.1	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"70-74 years"	"70-74"	"Male"	"M"	2420	102736281	2.4	2.3	2.4	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"75-79 years"	"75-79"	"Female"	"F"	124	98401757	0.1	0.1	0.1	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"75-79 years"	"75-79"	"Male"	"M"	3419	75129413	4.6	4.4	4.7	0.1
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"80-84 years"	"80-84"	"Female"	"F"	177	75025647	0.2	0.2	0.3	0.0
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"80-84 years"	"80-84"	"Male"	"M"	4138	49947616	8.3	8.0	8.5	0.1
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"85-89 years"	"85-89"	"Female"	"F"	168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"85-89 years"	"85-89"	"Male"	"M"	3492	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"90-94 years"	"90-94"	"Female"	"F"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"90-94 years"	"90-94"	"Male"	"M"	1688	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"95-99 years"	"95-99"	"Female"	"F"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"95-99 years"	"95-99"	"Male"	"M"	361	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"100+ years"	"100+"	"Male"	"M"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"< 1 year"	"1"	"Female"	"F"	107	42477103	0.3	0.2	0.3	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"< 1 year"	"1"	"Male"	"M"	118	44436653	0.3	0.2	0.3	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"1-4 years"	"1-4"	"Female"	"F"	93	170430172	0.1	0.0	0.1	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"1-4 years"	"1-4"	"Male"	"M"	86	178140207	0.0	0.0	0.1	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"5-9 years"	"5-9"	"Female"	"F"	52	216636220	0.0	0.0	0.0	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"5-9 years"	"5-9"	"Male"	"M"	55	226500076	0.0	0.0	0.0	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"10-14 years"	"10-14"	"Female"	"F"	60	223802975	0.0	0.0	0.0	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"10-14 years"	"10-14"	"Male"	"M"	89	234284030	0.0	0.0	0.0	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"15-19 years"	"15-19"	"Female"	"F"	119	227307697	0.1	0.0	0.1	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"15-19 years"	"15-19"	"Male"	"M"	147	239483577	0.1	0.1	0.1	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"20-24 years"	"20-24"	"Female"	"F"	206	229052059	0.1	0.1	0.1	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"20-24 years"	"20-24"	"Male"	"M"	418	239951389	0.2	0.2	0.2	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"25-29 years"	"25-29"	"Female"	"F"	323	228601175	0.1	0.1	0.2	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"25-29 years"	"25-29"	"Male"	"M"	472	234285878	0.2	0.2	0.2	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"30-34 years"	"30-34"	"Female"	"F"	412	227330011	0.2	0.2	0.2	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"30-34 years"	"30-34"	"Male"	"M"	634	229872405	0.3	0.3	0.3	0.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"35-39 years"	"35-39"	"Female"	"F"	603	231430232	0.3	0.2	0.3	0.0
