"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"55-59 years"	"55-59"	"Androgens and anabolic congeners"	"Y42.7"	12	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Other antineoplastic drugs"	"Y43.3"	13	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Immunosuppressive agents"	"Y43.4"	12	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Anticoagulants"	"Y44.2"	33	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Opioids and related analgesics"	"Y45.0"	10	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Drug or medicament, unspecified"	"Y57.9"	133	213742200	0.1	0.1	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"During surgical operation"	"Y60.0"	30	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"During other surgical and medical care"	"Y60.8"	24	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"During unspecified surgical and medical care"	"Y60.9"	12	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Other specified misadventures during surgical and medical care"	"Y65.8"	15	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Surgical operation with transplant of whole organ"	"Y83.0"	113	213742200	0.1	0.0	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"Surgical operation with implant of artificial internal device"	"Y83.1"	169	213742200	0.1	0.1	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	162	213742200	0.1	0.1	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"Surgical operation with formation of external stoma"	"Y83.3"	77	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Other reconstructive surgery"	"Y83.4"	62	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Amputation of limb(s)"	"Y83.5"	64	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Removal of other organ (partial) (total)"	"Y83.6"	109	213742200	0.1	0.0	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"Other surgical procedures"	"Y83.8"	90	213742200	0.0	0.0	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"Surgical procedure, unspecified"	"Y83.9"	497	213742200	0.2	0.2	0.3	0.0	0.0%
	"55-59 years"	"55-59"	"Cardiac catheterization"	"Y84.0"	11	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Kidney dialysis"	"Y84.1"	64	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Radiological procedure and radiotherapy"	"Y84.2"	27	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Urinary catheterization"	"Y84.6"	37	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Other medical procedures"	"Y84.8"	255	213742200	0.1	0.1	0.1	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of motor-vehicle accident"	"Y85.0"	401	213742200	0.2	0.2	0.2	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of other and unspecified transport accidents"	"Y85.9"	11	213742200	Unreliable	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of other accidents"	"Y86"	388	213742200	0.2	0.2	0.2	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of intentional self-harm"	"Y87.0"	48	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of assault"	"Y87.1"	62	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of events of undetermined intent"	"Y87.2"	23	213742200	0.0	0.0	0.0	0.0	0.0%
	"55-59 years"	"55-59"	"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"	"Y88.3"	78	213742200	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Enterocolitis due to Clostridium difficile"	"A04.7"	2577	183215286	1.4	1.4	1.5	0.0	0.0%
	"60-64 years "	"60-64"	"Other specified bacterial intestinal infections"	"A04.8"	27	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Bacterial intestinal infection, unspecified"	"A04.9"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Viral intestinal infection, unspecified"	"A08.4"	37	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Diarrhoea and gastroenteritis of infectious origin"	"A09"	22	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	156	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	728	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	134	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	80	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Tuberculosis of bones and joints"	"A18.0"	80	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Miliary tuberculosis, unspecified"	"A19.9"	27	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pasteurellosis"	"A28.0"	18	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pulmonary mycobacterial infection"	"A31.0"	152	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Mycobacterial infection, unspecified"	"A31.9"	38	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Listerial meningitis and meningoencephalitis"	"A32.1"	22	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Meningococcaemia, unspecified"	"A39.4"	17	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to streptococcus, group A"	"A40.0"	25	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to streptococcus, group B"	"A40.1"	15	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to streptococcus, group D"	"A40.2"	90	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	142	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Other streptococcal septicaemia"	"A40.8"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Streptococcal septicaemia, unspecified"	"A40.9"	136	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	519	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	307	183215286	0.2	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to anaerobes"	"A41.4"	81	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	737	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Other specified septicaemia"	"A41.8"	74	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Septicaemia, unspecified"	"A41.9"	24934	183215286	13.6	13.4	13.8	0.1	0.1%
	"60-64 years "	"60-64"	"Pulmonary nocardiosis"	"A43.0"	19	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other forms of nocardiosis"	"A43.8"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Nocardiosis, unspecified"	"A43.9"	14	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Legionnaires disease"	"A48.1"	109	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Toxic shock syndrome"	"A48.3"	43	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other specified bacterial diseases"	"A48.8"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Staphylococcal infection, unspecified"	"A49.0"	307	183215286	0.2	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Streptococcal infection, unspecified"	"A49.1"	121	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Other bacterial infections of unspecified site"	"A49.8"	137	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Bacterial infection, unspecified"	"A49.9"	386	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	658	183215286	0.4	0.3	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Progressive multifocal leukoencephalopathy"	"A81.2"	41	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Slow virus infection of central nervous system, unspecified"	"A81.9"	18	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Unspecified viral encephalitis"	"A86"	55	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Viral meningitis, unspecified"	"A87.9"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"West Nile fever"	"A92.3"	40	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Herpesviral encephalitis"	"B00.4"	115	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Disseminated herpesviral disease"	"B00.7"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other forms of herpesviral infection"	"B00.8"	18	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Herpesviral infection, unspecified"	"B00.9"	24	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Disseminated zoster"	"B02.7"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Zoster without complication"	"B02.9"	16	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Hepatitis A without hepatic coma"	"B15.9"	38	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Acute hepatitis B without delta-agent with hepatic coma"	"B16.2"	17	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	346	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Acute hepatitis C"	"B17.1"	760	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Acute viral hepatitis, unspecified"	"B17.9"	35	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Chronic viral hepatitis B without delta-agent"	"B18.1"	108	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Chronic viral hepatitis C"	"B18.2"	5536	183215286	3.0	2.9	3.1	0.0	0.0%
	"60-64 years "	"60-64"	"Chronic viral hepatitis, unspecified"	"B18.9"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Unspecified viral hepatitis without hepatic coma"	"B19.9"	60	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other bacterial infections"	"B20.1"	295	183215286	0.2	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other viral infections"	"B20.3"	155	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other mycoses"	"B20.5"	36	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	67	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in multiple infections"	"B20.7"	299	183215286	0.2	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	216	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease with other types of non-Hodgkin lymphoma"	"B21.2"	45	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"	"B21.3"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	120	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in unspecified malignant neoplasm"	"B21.9"	23	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in encephalopathy"	"B22.0"	65	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in wasting syndrome"	"B22.2"	53	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	236	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	88	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"HIV disease resulting in other specified conditions"	"B23.8"	755	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	549	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Cytomegaloviral pneumonitis"	"B25.0"	52	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other cytomegaloviral diseases"	"B25.8"	24	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cytomegaloviral disease, unspecified"	"B25.9"	52	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Gammaherpesviral mononucleosis"	"B27.0"	15	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Viral carditis"	"B33.2"	36	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Retrovirus infections, not elsewhere classified"	"B33.3"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Coronavirus infection, unspecified"	"B34.2"	46	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other viral infections of unspecified site"	"B34.8"	104	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Viral infection, unspecified"	"B34.9"	106	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Pulmonary candidiasis"	"B37.1"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Candidal septicaemia"	"B37.7"	155	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Candidiasis of other sites"	"B37.8"	16	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Candidiasis, unspecified"	"B37.9"	28	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pulmonary coccidioidomycosis, unspecified"	"B38.2"	22	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Coccidioidomycosis, unspecified"	"B38.9"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Histoplasmosis, unspecified"	"B39.9"	26	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pulmonary blastomycosis, unspecified"	"B40.2"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Invasive pulmonary aspergillosis"	"B44.0"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other pulmonary aspergillosis"	"B44.1"	119	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Disseminated aspergillosis"	"B44.7"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Aspergillosis, unspecified"	"B44.9"	58	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cerebral cryptococcosis"	"B45.1"	42	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Disseminated cryptococcosis"	"B45.7"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cryptococcosis, unspecified"	"B45.9"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Mucormycosis, unspecified"	"B46.5"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Unspecified mycosis"	"B49"	371	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Pneumocystosis"	"B59"	128	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Sequelae of respiratory and unspecified tuberculosis"	"B90.9"	14	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Sequelae of poliomyelitis"	"B91"	211	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Sequelae of viral hepatitis"	"B94.2"	265	183215286	0.1	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	573	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Other and unspecified infectious diseases"	"B99"	191	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Lip, unspecified - Malignant neoplasms"	"C00.9"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of base of tongue"	"C01"	90	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	1525	183215286	0.8	0.8	0.9	0.0	0.0%
	"60-64 years "	"60-64"	"Upper gum - Malignant neoplasms"	"C03.0"	15	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Gum, unspecified - Malignant neoplasms"	"C03.9"	18	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	84	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Hard palate - Malignant neoplasms"	"C05.0"	24	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Soft palate - Malignant neoplasms"	"C05.1"	51	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Palate, unspecified - Malignant neoplasms"	"C05.9"	48	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cheek mucosa - Malignant neoplasms"	"C06.0"	28	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Retromolar area - Malignant neoplasms"	"C06.2"	20	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	562	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of parotid gland"	"C07"	334	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Submandibular gland - Malignant neoplasms"	"C08.0"	30	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	157	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	495	183215286	0.3	0.2	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	601	183215286	0.3	0.3	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Posterior wall of nasopharynx - Malignant neoplasms"	"C11.1"	14	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	505	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of pyriform sinus"	"C12"	51	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	154	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	973	183215286	0.5	0.5	0.6	0.0	0.0%
	"60-64 years "	"60-64"	"Cervical part of oesophagus - Malignant neoplasms"	"C15.0"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	46	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	6691	183215286	3.7	3.6	3.7	0.0	0.0%
	"60-64 years "	"60-64"	"Cardia - Malignant neoplasms"	"C16.0"	373	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Pyloric antrum - Malignant neoplasms"	"C16.3"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	7614	183215286	4.2	4.1	4.2	0.0	0.0%
	"60-64 years "	"60-64"	"Duodenum - Malignant neoplasms"	"C17.0"	568	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Jejunum - Malignant neoplasms"	"C17.1"	53	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Ileum - Malignant neoplasms"	"C17.2"	50	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	581	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Caecum - Malignant neoplasms"	"C18.0"	330	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Appendix - Malignant neoplasms"	"C18.1"	960	183215286	0.5	0.5	0.6	0.0	0.0%
	"60-64 years "	"60-64"	"Ascending colon - Malignant neoplasms"	"C18.2"	227	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Hepatic flexure - Malignant neoplasms"	"C18.3"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Transverse colon - Malignant neoplasms"	"C18.4"	47	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Splenic flexure - Malignant neoplasms"	"C18.5"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Descending colon - Malignant neoplasms"	"C18.6"	53	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	381	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	34369	183215286	18.8	18.6	19.0	0.1	0.1%
	"60-64 years "	"60-64"	"Malignant neoplasm of rectosigmoid junction"	"C19"	2752	183215286	1.5	1.4	1.6	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of rectum"	"C20"	5674	183215286	3.1	3.0	3.2	0.0	0.0%
	"60-64 years "	"60-64"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	1222	183215286	0.7	0.6	0.7	0.0	0.0%
	"60-64 years "	"60-64"	"Anal canal - Malignant neoplasms"	"C21.1"	95	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	117	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	5177	183215286	2.8	2.7	2.9	0.0	0.0%
	"60-64 years "	"60-64"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	5879	183215286	3.2	3.1	3.3	0.0	0.0%
	"60-64 years "	"60-64"	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	22	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	4802	183215286	2.6	2.5	2.7	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of gallbladder"	"C23"	3023	183215286	1.6	1.6	1.7	0.0	0.0%
	"60-64 years "	"60-64"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	632	183215286	0.3	0.3	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	160	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	668	183215286	0.4	0.3	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Head of pancreas - Malignant neoplasms"	"C25.0"	181	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Body of pancreas - Malignant neoplasms"	"C25.1"	28	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Tail of pancreas - Malignant neoplasms"	"C25.2"	47	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pancreatic duct - Malignant neoplasms"	"C25.3"	88	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Endocrine pancreas - Malignant neoplasms"	"C25.4"	82	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	37194	183215286	20.3	20.1	20.5	0.1	0.1%
	"60-64 years "	"60-64"	"Intestinal tract, part unspecified - Malignant neoplasms"	"C26.0"	246	183215286	0.1	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Spleen - Malignant neoplasms"	"C26.1"	17	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	806	183215286	0.4	0.4	0.5	0.0	0.0%
